train_sample_0,train_sample_1,train_sample_2,train_sample_3,train_sample_4,train_sample_5
0.023651648079071,0.026632429378864,0.019780074477233,0.0083672980014691,1.1531820807532,5.7803748610573
0.038898261135252,0.021357901628093,0.048929739096856,0.018309227397268,1.3400819229386,5.6196183364932
0.0071412101850796,0.0069826564644432,0.032375484420508,0.038594266176174,1.1517474221478,5.6871820617238
0.047751796795963,0.022037655821665,0.03867340079726,0.041959663051134,1.2379991031548,5.5074920531873
0.02266278295877,0.025164834488572,0.022748270005824,0.019637655847205,1.1640198537519,5.7253665624113
0.046138963840794,0.035320308529206,0.026110061647187,0.046145028958289,1.2501774557733,5.6277354191412
0.026813119470308,0.020637489157162,0.024945660743733,0.038149319792755,1.2020577801724,5.7451817767131
0.03504373481309,0.011648431414978,0.015597352360661,0.026283969543194,1.2068133507939,5.7308215326619
0.036159790680167,0.019451938457475,0.027599467804294,0.031161825027879,1.0634045054327,5.7294880014573
0.026127106142534,0.022881140311038,0.02505294947342,0.022949643133555,1.1302026986685,5.6875360669508
0.017068362232494,0.038310611001816,0.014729131110416,0.042247954700805,1.0806832168732,5.6573454177751
0.048102769435797,0.019244598952442,0.022014480187735,0.036979370771682,0.9908274198095,5.7218122643291
0.015472272347076,0.037678287250229,0.025661891604434,0.019220632422878,1.3710567076986,5.5856902657208
0.018705850336752,0.029363042443915,0.025866477139848,0.025137427347615,1.2197146131202,5.9435320049358
0.033955260874816,0.0087769455684044,0.031501793411181,0.028712774600393,1.3139925447064,5.629634692972
0.0030634254578769,0.046627516750162,0.0022614702309905,0.035380229139277,1.2813225123689,5.6144823512767
0.029583743146693,0.041502851865755,0.04251049582909,0.027817995718561,1.0981201247527,5.6237181429907
0.024333884655972,0.038636978407333,0.027523419535113,0.025103507755711,1.18474641097,5.5529822030288
0.012010786582465,0.035279042367482,0.031768174751304,0.027020232423316,1.4325320187587,5.6435076456491
0.025316049581388,0.025854174523902,0.015538831786178,0.019156278780868,1.2025649621191,5.6219798657454
0.020140135408602,0.018055114404533,0.040244448686423,0.036797283911978,1.3359191258388,5.7680831933845
0.036455213054977,0.01936013606841,0.017326721539683,0.03750209428793,1.3753165362233,5.700404282329
0.023563858560936,0.016715564907012,0.012377233445383,0.016147275579289,1.1015737399287,5.7537325108428
0.0059067357842642,0.027322478879751,0.02703245764854,0.016711166025039,1.2217567990124,5.7657446484482
0.03204843721831,0.028435968408671,0.036853369318924,0.028771678051771,1.1816402004158,5.7986948963966
0.011419655670901,0.019728250423031,0.019498434149211,0.0097349063807099,1.3668239682509,5.7558894178758
