train_sample_0,train_sample_1
0.026998186303715,0.020872891177819
-0.059872483906177,0.11601317569664
0.013745007309273,-0.07010015257624
0.11548291934879,0.040103493598841
-0.14082246826041,-0.068487709763658
0.0013415989620748,0.046968454611959
0.0043287141738243,-0.12108662871615
0.040732346114165,0.067173798007651
0.016994971308988,-0.033459808574931
-0.063697392005372,0.0016535992224005
0.10678746215859,-0.12959331797141
-0.10855441496337,-0.017415912079031
0.034442233242284,-0.052359083044615
-0.036890633380988,-0.039646541555377
0.040140636353114,0.017730527188832
-0.045586239256675,0.011460669712468
0.039431994308874,-0.034296785572196
-0.08861477455771,0.03067735783786
0.056058388285695,0.0026518822351459
0.057147363197978,-0.076029928069009
0.041807565979721,0.056463135713935
0.09783591594025,0.024730243051456
-0.059224220806416,0.040667126842246
0.04666847653071,0.023493470568995
-0.06104018799499,0.1321724895494
-0.097765584188986,-0.095166210373877
-0.009272387062035,0.060016948456889
-0.084334949000174,-0.0039291117188147
0.024216725639083,0.14297529928616
-0.10013316202866,0.014383261383443
0.099514254571241,-0.1037857223214
-0.011639409091409,0.042781688509983
0.0093967472690734,-0.10506359303857
-0.10411846580614,-0.064664593695595
-0.0041307365504977,-0.001888551807552
0.0025865275970671,-0.026495984006784
-0.088146947481456,-0.081824267024141
0.065802796467819,-0.020538647708021
-0.080732669775629,0.076555298049985
-0.077985072558143,0.091160673783083
0.035398699869013,0.068093535136103
0.1130511301837,0.1030842124555
-0.095768282397087,0.058088478112088
-0.11849835378092,-0.0088199579007168
-0.11282243062801,-0.10704438748784
-0.043442665064858,0.11837719444598
-0.071390744345638,0.045725838050999
-0.075896354285423,0.12991496885657
0.071614077691852,-0.06861271621569
0.018512700751178,0.032936415520966
0.094124454216892,0.10017450913261
0.1372751655384,-0.064039548544017
-0.018678952002211,-0.025594958788213
-0.054167909835259,0.012009236372
-0.0071116763461274,-0.041468294352393
0.03561075962577,0.084046523211079
-0.11957451342528,0.092794919113181
0.033633182123054,0.0035612929643254
0.0017920748489419,0.11759078009597
0.022271507060696,-0.11062637148775
0.040736635188721,5.9805783245404e-05
-0.042349200468511,0.075068599329675
-0.020249587192684,0.043452915778385
-0.048999311012343,0.080767529700876
-0.023713640363871,0.07013573915674
-0.09749233713414,-0.017949752927461
0.13415696820136,-0.047924058451027
-0.058672935969006,-0.085169523989955
-0.0035197138043571,0.094039781623968
0.068048612643303,-0.042399017911345
-0.06793864322785,0.07158974598112
-0.032347652487869,-6.2727956034281e-05
0.014656217380679,-0.027870364567067
0.12367194303293,-0.066656981760181
-0.046539208106958,-0.065849975108562
-0.10051109952498,0.12008244973245
-0.018242065192254,0.0010046271776604
0.10817033387856,-0.048974182441053
0.044262429864515,0.10345994801376
-0.020002572895314,0.090359081243584
0.00061166649935649,0.015137840862533
0.12895446430372,-0.0054156976195413
0.049613042906389,-0.13903669459192
-0.10708626109585,-0.090929804918122
0.05511874143765,0.039351081474095
-0.077132832227852,0.065826318170288
0.070694647010453,-0.054586569975259
-0.027715365890113,0.080570183074453
-0.016706374382255,0.07311208550482
-0.040949456697309,-0.046682739799498
0.080651021023652,-0.074954704661671
0.019728144417231,0.019435142830151
0.019608886163639,-0.018117713997742
-0.0064057766395949,-0.10834309250079
0.085152994182788,0.035333305030879
-0.011109926968035,0.035485614963886
-0.0091142385037859,-0.030733035643842
0.036101663972614,0.07905171265661
0.11120196891886,0.013699319136421
-0.049591002935091,-0.032796411095435
0.047437217714634,-0.14813678161588
-0.015242109548671,0.11410459797343
-0.12161625888832,0.095162489789966
0.080748460726747,0.05714567032488
-0.034882671639619,0.10831089188587
0.14426594188616,-0.035744300057359
0.066108364363546,0.073453390948421
-0.11707900834293,0.037152908826224
-0.040219251227535,-0.0063582653846762
-0.074441062123954,-0.019644763733175
0.048284199117059,-0.10228089825347
0.12599953325292,-0.11290258172972
-0.066258557634054,-0.0097506362246263
-0.02306333214729,0.045062182029762
0.037714971742557,0.029296607243959
0.012473537106585,0.11530592175408
0.020241304935401,0.081531219892448
0.10431820306044,-0.030052985153959
-0.064605443136813,-0.096958782489194
-0.067641497797689,-0.0081935803509156
-0.069527250024356,0.088150464025766
-0.080378108844571,-0.019983961109551
-0.025451618759111,0.0619142812672
-0.01581599903856,0.13359113069274
0.036661313396231,0.068937961451867
-0.076866799623828,0.016691929101132
-0.008637794429025,0.12564817142499
-0.10222853776816,0.10539071965428
-0.046916870871286,-0.024349271863081
0.13945855755245,-0.055396269842856
-0.1067885105658,-0.045926587699952
-0.11223917063965,-0.059271366928115
-0.006651111349385,0.0088564410713027
